individual,language_indiv,filename,file_origin,onset,offset,#phone,prev_phone,next_phone,speaker,assimilation,grade,code_assim,nb_stimuli,language_indiv_code,language_stimuli,language_stimuli_code
11,french,TU41,participant2/participant2_tur2,2.53602,2.86000,œ,ʃ,v,TU-participant2,ø,3,5,64,1,TU,5
11,french,FR-participant4_kef,participant4/participant4_fr7,11.63,12.18,e,k,f,FR-participant4,i,2,0,65,1,FR,0
11,french,GR713,participant5/participant5_ger2,1.30040,2.02781,ʏ,b,s,GR-participant5,y,2,1,66,1,GR,3
11,french,FR1641,participant4/participant4_fr18,3.82,4.1,o,z,b,FR-participant4,o,2,8,67,1,FR,0
11,french,FR-participant7_søk,participant7/participant7_fr6,36.30528,36.74,ø,s,k,FR-participant7,y,3,1,68,1,FR,0
11,french,GLO134,S04F_L080_V6_M1_N3_CS0,NA,NA,ɛ,t,t,S04F,ɛ,3,4,69,1,GL,4
11,french,GR142,participant2/participant2_ger9,22.87,23.23,ɪ,ɡ,s,GR-participant2,y,1,1,70,1,GR,3
11,french,FR-participant3_søt,participant3/participant3_fr12,5.66,6.41,ø,s,t,FR-participant3,y,2,1,71,1,FR,0
11,french,EN1439,participant3/participant3_en13,2.1,2.45,ʌ,t,s,EN-participant3,a,3,7,72,1,EN,1
11,french,BR771,participant1/participant1_br8,26.81,27.29,ẽ,t,t,BR-participant1,ɛ̃,3,10,73,1,BR,2
11,french,TU11,participant2/participant2_tur4,20.58188,20.97232,ɯ,ʃ,t,TU-participant2,y,2,1,74,1,TU,5
11,french,BR977,participant5/participant5_br4,30.16,30.64,õ,k,f,BR-participant5,ɔ̃,3,11,75,1,BR,2
11,french,FR1206,participant4/participant4_fr10,0.71,1.28,ɛ,f,f,FR-participant4,ɛ,3,4,76,1,FR,0
11,french,ES224,participant1/participant1_est2,31.52,31.88,a:,l,s,ES-participant1,ɑ̃,0,12,77,1,ES,6
11,french,GLO150,S03M_L113_V6_M1_N3_CS0,NA,NA,aː,g,g,S03M,a,2,7,78,1,GL,4
11,french,EN47,participant6/participant6_en8,38.93,39.3,u,z,f,EN-participant6,u,2,2,79,1,EN,1
11,french,GR409,participant3/participant3_ger3,10.3,10.81,uː,ts,k,GR-participant3,u,2,2,80,1,GR,3
11,french,FR4274,participant8/participant8_fr31,22.28,22.82,ɑ̃,z,f,FR-participant8,ɑ̃,3,12,81,1,FR,0
11,french,FR3842,participant5/participant5_fr13,9.71,10.13,u,z,b,FR-participant5,u,3,2,82,1,FR,0
11,french,EN959,participant4/participant4_en1,28.25196,28.56904,ɪ,z,b,EN-participant4,ɛ,1,4,83,1,EN,1
11,french,BR72,participant2/participant2_br1,10.36,10.93,a,t,t,BR-participant2,a,1,7,84,1,BR,2
11,french,EN2331,participant5/participant5_en7,7.78,8.13,oʊ,z,b,EN-participant5,ɔ,3,9,85,1,EN,1
11,french,BR296,participant4/participant4_br3,9.68,10.06,ɐ̃,m,d,BR-participant4,a,1,7,86,1,BR,2
11,french,GLO97,S01F_L118_V6_M1_N3_CS0,NA,NA,aː,p,p,S01F,a,1,7,87,1,GL,4
11,french,ES290,participant5/participant5_est6,12.91,13.77,a:,s,t,ES-participant5,ɔ,2,9,88,1,ES,6
11,french,FR657,participant2/participant2_fr15,8.17,8.58,ɛ̃,f,z,FR-participant2,ø,1,5,89,1,FR,0
11,french,GR12,participant6/participant6_ger2,24.27,24.59,ɪ,f,t,GR-participant6,ɛ,3,4,90,1,GR,3
11,french,EN1642,participant1/participant1_en19,16.16,16.66,ɑ,z,f,EN-participant1,a,2,7,91,1,EN,1
11,french,EN2128,participant7/participant7_en4,26.77,27.36,i,f,s,EN-participant7,i,3,0,92,1,EN,1
11,french,BR637,participant3/participant3_br1,24.56,25.02,e,z,b,BR-participant3,i,3,0,93,1,BR,2
11,french,TU196,participant3/participant3_tur4,10.8,11.2,œ,ʃ,v,TU-participant3,œ,3,6,94,1,TU,5
11,french,GR237,participant2/participant2_ger5,11.86053,12.30196,ʊ,f,t,GR-participant2,u,2,2,95,1,GR,3
11,french,BR834,participant1/participant1_br11,33.55,34.08,u,k,s,BR-participant1,u,4,2,96,1,BR,2
11,french,FR1917,participant3/participant3_fr7,8.87,9.29,e,z,f,FR-participant3,i,3,0,97,1,FR,0
11,french,ES32,participant2/participant2_est6,21.45,21.92,i:,l,s,ES-participant2,i,2,0,98,1,ES,6
12,french,FR1293,participant4/participant4_fr19,11.06,11.6,o,f,z,FR-participant4,ɔ,3,9,0,1,FR,0
12,french,BR472,participant3/participant3_br5,23.91,24.36,ɐ̃,k,s,BR-participant3,o,3,8,1,1,BR,2
12,french,FR-participant4_kef,participant4/participant4_fr7,11.63,12.18,e,k,f,FR-participant4,i,3,0,2,1,FR,0
12,french,EN327,participant6/participant6_en11,34.95,35.47,oʊ,f,s,EN-participant6,o,3,8,3,1,EN,1
12,french,GR9,participant6/participant6_ger2,18.56,18.89,yː,ts,k,GR-participant6,y,3,1,4,1,GR,3
12,french,FR-participant5_teʃ,participant5/participant5_fr5,29.79,30.41,e,t,ʃ,FR-participant5,i,3,0,5,1,FR,0
12,french,ES187,participant3/participant3_est5,25.3,25.84,æ:,m,v,ES-participant3,a,3,7,6,1,ES,6
12,french,GLO63,S05M_L123_V6_M1_N3_CS0,NA,NA,e,f,f,S05M,i,2,0,7,1,GL,4
12,french,FR-participant6_føt,participant6/participant6_fr11,4.54578,5.12398,ø,f,t,FR-participant6,ø,3,5,8,1,FR,0
12,french,TU173,participant3/participant3_tur1,15.0,15.4,ɯ,t,s,TU-participant3,ɛ,2,4,9,1,TU,5
12,french,FR834,participant2/participant2_fr18,5.59000,6.01778,ɑ̃,z,b,FR-participant2,ɑ̃,2,12,10,1,FR,0
12,french,FR-participant7_tɛʃ,participant7/participant7_fr4,21.09,21.59,ɛ,t,ʃ,FR-participant7,ɛ,3,4,11,1,FR,0
12,french,BR935,participant5/participant5_br1,26.8,27.21,e,z,b,BR-participant5,i,2,0,12,1,BR,2
12,french,EN1746,participant1/participant1_en8,8.89,9.26,u,t,f,EN-participant1,u,3,2,13,1,EN,1
12,french,FR-participant5_kos,participant5/participant5_fr15,8.29,8.95,o,k,s,FR-participant5,ɔ,3,9,14,1,FR,0
12,french,FR4419,participant8/participant8_fr19,7.58,8.27,a,ʃ,v,FR-participant8,a,4,7,15,1,FR,0
12,french,GR541,participant1/participant1_ger5,10.98405,11.39303,ʊ,ɡ,s,GR-participant1,u,2,2,16,1,GR,3
12,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,ɛ,3,4,17,1,FR,0
12,french,GLO148,S02M_L081_V6_M1_N3_CS0,NA,NA,ɛ,g,g,S02M,ɛ,2,4,18,1,GL,4
12,french,BR159,participant2/participant2_br4,5.68,6.38,ĩ,s,t,BR-participant2,i,1,0,19,1,BR,2
12,french,FR-participant5_tɔʃ,participant5/participant5_fr15,35.36,35.92,ɔ,t,ʃ,FR-participant5,ø,3,5,20,1,FR,0
12,french,ES49,participant2/participant2_est5,3.16,3.72,ɤ:,k,r,ES-participant2,u,1,2,21,1,ES,6
12,french,EN1240,participant3/participant3_en1,29.6,29.97,ɪ,z,f,EN-participant3,ɛ,2,4,22,1,EN,1
12,french,FR-participant5_kœs,participant5/participant5_fr11,3.5,4.06,œ,k,s,FR-participant5,œ,3,6,23,1,FR,0
12,french,FR1978,participant3/participant3_fr23,13.18,13.81,ɛ̃,f,f,FR-participant3,ɑ̃,3,12,24,1,FR,0
12,french,GR404,participant3/participant3_ger3,1.27383,1.80000,ɪ,f,s,GR-participant3,ɛ,2,4,25,1,GR,3
12,french,FR-participant7_toʃ,participant7/participant7_fr11,20.58615,20.97,o,t,ʃ,FR-participant7,u,3,2,26,1,FR,0
12,french,BR440,participant3/participant3_br7,7.77,8.16,ɛ,t,t,BR-participant3,ɛ,2,4,27,1,BR,2
12,french,EN2077,participant7/participant7_en5,41.95,42.52,ʊ,z,f,EN-participant7,e,2,3,28,1,EN,1
12,french,FR-participant7_søk,participant7/participant7_fr6,36.30528,36.74,ø,s,k,FR-participant7,y,3,1,29,1,FR,0
12,french,TU29,participant2/participant2_tur1,29.18454,29.46432,u,ʃ,t,TU-participant2,ø,3,5,30,1,TU,5
12,french,ES318,participant5/participant5_est2,25.35,25.97,y:,l,s,ES-participant5,i,2,0,31,1,ES,6
12,french,FR-participant7_tɔt,participant7/participant7_fr13,48.43,48.86,ɔ,t,t,FR-participant7,u,2,2,32,1,FR,0
12,french,FR3888,participant5/participant5_fr4,0.46108,0.96000,i,ʃ,v,FR-participant5,i,3,0,33,1,FR,0
12,french,GLO96,S03M_L078_V6_M1_N3_CS0,NA,NA,a,p,p,S03M,a,3,7,34,1,GL,4
12,french,FR-participant3_sɔb,participant3/participant3_fr20,42.76,43.3,ɔ,s,b,FR-participant3,o,2,8,35,1,FR,0
12,french,BR741,participant1/participant1_br6,37.06,37.53,i,d,s,BR-participant1,i,2,0,36,1,BR,2
12,french,FR3325,participant7/participant7_fr17,10.2,10.61,ɔ̃,z,b,FR-participant7,ɔ̃,2,11,37,1,FR,0
12,french,FR-participant5_keb,participant5/participant5_fr6,11.86,12.3,e,k,b,FR-participant5,i,2,0,38,1,FR,0
12,french,GR160,participant2/participant2_ger2,11.84,12.28,iː,f,t,GR-participant2,i,2,0,39,1,GR,3
12,french,BR359,participant4/participant4_br9,0.62894,1.03928,a,k,s,BR-participant4,a,2,7,40,1,BR,2
12,french,FR-participant8_tot,participant8/participant8_fr23,10.38,10.84,o,t,t,FR-participant8,u,2,2,41,1,FR,0
12,french,EN2619,participant8/participant8_en10,40.8,41.31,eɪ,z,f,EN-participant8,ɛ,1,4,42,1,EN,1
12,french,GLO72,S01F_L137_V6_M1_N3_CS0,NA,NA,o,g,g,S01F,u,2,2,43,1,GL,4
12,french,FR-participant8_dɛs,participant8/participant8_fr10,42.41,43.22,ɛ,d,s,FR-participant8,ɛ,2,4,44,1,FR,0
12,french,FR235,participant6/participant6_fr15,26.74000,27.63646,u,z,f,FR-participant6,u,2,2,45,1,FR,0
12,french,TU249,participant1/participant1_tur2,15.11,15.32,œ,p,t,TU-participant1,ø,2,5,46,1,TU,5
12,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,ɛ,2,4,47,1,FR,0
12,french,GR458,participant3/participant3_ger9,20.67,21.24,øː,n,t,GR-participant3,y,3,1,48,1,GR,3
12,french,BR716,participant1/participant1_br7,16.56,17.02,o,b,k,BR-participant1,ɔ,2,9,49,1,BR,2
12,french,FR-participant3_søt,participant3/participant3_fr12,5.66,6.41,ø,s,t,FR-participant3,y,2,1,50,1,FR,0
12,french,EN2503,participant5/participant5_en3,33.84,34.26,i,f,s,EN-participant5,i,2,0,51,1,EN,1
12,french,ES227,participant1/participant1_est6,5.47,5.97,i:,s,t,ES-participant1,i,2,0,52,1,ES,6
12,french,FR-participant5_køs,participant5/participant5_fr9,26.81,27.42,ø,k,s,FR-participant5,ø,2,5,53,1,FR,0
12,french,FR101,participant6/participant6_fr8,2.25000,2.77388,ɛ,z,b,FR-participant6,ɛ,2,4,54,1,FR,0
12,french,BR92,participant2/participant2_br12,13.55,14.14,õ,m,d,BR-participant2,ɔ̃,2,11,55,1,BR,2
12,french,FR-participant3_fœt,participant3/participant3_fr13,38.57496,39.05,œ,f,t,FR-participant3,ø,2,5,56,1,FR,0
12,french,GLO131,S07F_L099_V6_M1_N3_CS0,NA,NA,ɔ,f,f,S07F,ɔ,2,9,57,1,GL,4
12,french,FR1942,participant3/participant3_fr6,22.85,23.41,y,f,z,FR-participant3,œ,2,6,58,1,FR,0
12,french,FR-participant5_kɛb,participant5/participant5_fr7,35.88,36.28,ɛ,k,b,FR-participant5,ɛ,3,4,59,1,FR,0
12,french,EN772,participant4/participant4_en16,10.17,10.59,ɑ,z,b,EN-participant4,a,2,7,60,1,EN,1
12,french,TU77,participant4/participant4_tur3,4.89,5.21,i,t,s,TU-participant4,i,2,0,61,1,TU,5
12,french,FR-participant6_kɛf,participant6/participant6_fr8,6.08,6.38,ɛ,k,f,FR-participant6,ɛ,2,4,62,1,FR,0
12,french,GR752,participant5/participant5_ger12,13.29,13.84,uː,f,t,GR-participant5,u,2,2,63,1,GR,3
12,french,BR956,participant5/participant5_br15,8.88,9.22,ũ,k,b,BR-participant5,u,2,2,64,1,BR,2
12,french,FR-participant3_sok,participant3/participant3_fr19,28.86746,29.42,o,s,k,FR-participant3,ɔ,2,9,65,1,FR,0
12,french,FR2572,participant1/participant1_fr10,9.46980,10.43968,ø,f,f,FR-participant1,œ,2,6,66,1,FR,0
12,french,ES77,participant4/participant4_est3,8.99,9.42,a:,k,r,ES-participant4,ɑ̃,2,12,67,1,ES,6
12,french,FR-participant3_des,participant3/participant3_fr7,15.38,15.9,e,d,s,FR-participant3,i,2,0,68,1,FR,0
12,french,GLO84,S04F_L091_V6_M1_N3_CS0,NA,NA,i,f,f,S04F,ɛ,2,4,69,1,GL,4
12,french,BR683,participant1/participant1_br12,21.99000,22.45131,ẽ,z,b,BR-participant1,ɛ,2,4,70,1,BR,2
12,french,FR-participant4_sɔk,participant4/participant4_fr20,15.31,15.86,ɔ,s,k,FR-participant4,a,2,7,71,1,FR,0
12,french,EN610,participant2/participant2_en13,15.83,16.4,ɛ,f,s,EN-participant2,ɛ,2,4,72,1,EN,1
12,french,FR1626,participant4/participant4_fr7,13.62,14.05,e,z,f,FR-participant4,i,2,0,73,1,FR,0
12,french,GR211,participant2/participant2_ger8,17.2,17.55,ʏ,b,s,GR-participant2,u,2,2,74,1,GR,3
12,french,TU257,participant1/participant1_tur5,11.26,11.78,y,f,z,TU-participant1,y,2,1,75,1,TU,5
12,french,GLO97,S01F_L118_V6_M1_N3_CS0,NA,NA,aː,p,p,S01F,a,3,7,76,1,GL,4
12,french,EN2307,participant5/participant5_en10,6.34,6.68,æ,z,b,EN-participant5,ɛ,2,4,77,1,EN,1
12,french,FR3584,participant5/participant5_fr11,28.69960,29.10000,œ,ʃ,v,FR-participant5,œ,2,6,78,1,FR,0
12,french,BR909,participant5/participant5_br3,4.4,4.81,u,s,b,BR-participant5,u,2,2,79,1,BR,2
12,french,FR4538,participant8/participant8_fr21,44.55,45.09,ɔ,z,f,FR-participant8,œ,2,6,80,1,FR,0
12,french,ES303,participant5/participant5_est4,16.1,16.8,ø:,l,s,ES-participant5,œ,2,6,81,1,ES,6
12,french,BR340,participant4/participant4_br10,0.49,0.92,ɔ,k,f,BR-participant4,u,2,2,82,1,BR,2
12,french,EN2178,participant7/participant7_en14,46.35,46.74,ʌ,b,f,EN-participant7,a,2,7,83,1,EN,1
12,french,GR86,participant6/participant6_ger4,1.81,2.25,aː,ɡ,s,GR-participant6,a,2,7,84,1,GR,3
12,french,GLO56,S04F_L136_V6_M1_N3_CS0,NA,NA,o,t,t,S04F,ɔ,2,9,85,1,GL,4
12,french,BR510,participant3/participant3_br9,12.09,12.52,ĩ,s,k,BR-participant3,i,2,0,86,1,BR,2
12,french,EN1314,participant3/participant3_en2,21.34,21.69,ɪ,t,s,EN-participant3,ɛ,2,4,87,1,EN,1
12,french,BR329,participant4/participant4_br5,39.55168,39.88741,i,s,p,BR-participant4,i,1,0,88,1,BR,2
12,french,GLO38,S02M_L120_V6_M1_N3_CS0,NA,NA,e,t,t,S02M,i,2,0,89,1,GL,4
12,french,GR544,participant1/participant1_ger5,17.78,18.23,ʊ,z,t,GR-participant1,ɔ,2,9,90,1,GR,3
12,french,FR1812,participant3/participant3_fr9,5.68,6.21,ɛ,z,b,FR-participant3,ɛ,2,4,91,1,FR,0
12,french,ES195,participant3/participant3_est4,16.37,16.78,ø:,l,s,ES-participant3,œ,2,6,92,1,ES,6
12,french,BR37,participant2/participant2_br9,13.83,14.54,ɛ,f,s,BR-participant2,ɛ,1,4,93,1,BR,2
12,french,GR372,participant4/participant4_ger5,3.75,4.13,iː,f,t,GR-participant4,i,1,0,94,1,GR,3
12,french,EN1971,participant7/participant7_en10,23.22,23.66,oʊ,t,f,EN-participant7,ɔ,2,9,95,1,EN,1
12,french,FR2321,participant1/participant1_fr14,27.2,27.61,u,f,f,FR-participant1,u,2,2,96,1,FR,0
12,french,FR637,participant2/participant2_fr6,25.6,26.06,e,f,z,FR-participant2,i,2,0,97,1,FR,0
12,french,ES15,participant2/participant2_est4,8.76,9.3,y:,s,t,ES-participant2,y,2,1,98,1,ES,6
13,french,FR3609,participant5/participant5_fr16,22.25,22.85,ɔ,f,f,FR-participant5,ɛ̃,2,10,0,1,FR,0
13,french,BR411,participant4/participant4_br12,17.18000,17.62055,ĩ,z,b,BR-participant4,ɑ̃,2,12,1,1,BR,2
13,french,FR-participant7_tɔt,participant7/participant7_fr13,48.43,48.86,ɔ,t,t,FR-participant7,ɔ,3,9,2,1,FR,0
13,french,EN47,participant6/participant6_en8,38.93,39.3,u,z,f,EN-participant6,u,3,2,3,1,EN,1
13,french,GR242,participant2/participant2_ger5,20.17,20.67,ʏ,f,s,GR-participant2,ø,3,5,4,1,GR,3
13,french,FR-participant5_kœs,participant5/participant5_fr11,3.5,4.06,œ,k,s,FR-participant5,œ,3,6,5,1,FR,0
13,french,ES305,participant5/participant5_est4,20.89,21.61,i:,l,s,ES-participant5,i,3,0,6,1,ES,6
13,french,GLO117,S02M_L137_V6_M1_N3_CS0,NA,NA,o,g,g,S02M,u,3,2,7,1,GL,4
13,french,FR-participant6_føt,participant6/participant6_fr11,4.54578,5.12398,ø,f,t,FR-participant6,œ,3,6,8,1,FR,0
13,french,TU50,participant2/participant2_tur2,18.96,19.26,y,p,t,TU-participant2,y,3,1,9,1,TU,5
13,french,FR855,participant2/participant2_fr5,10.72,11.17,y,f,z,FR-participant2,y,3,1,10,1,FR,0
13,french,FR-participant7_tɛʃ,participant7/participant7_fr4,21.09,21.59,ɛ,t,ʃ,FR-participant7,ɛ,3,4,11,1,FR,0
13,french,BR548,participant3/participant3_br8,38.33,38.68,ẽ,t,t,BR-participant3,ɛ,3,4,12,1,BR,2
13,french,EN2886,participant8/participant8_en9,23.97,24.46,oʊ,k,b,EN-participant8,u,2,2,13,1,EN,1
13,french,FR-participant6_kɛf,participant6/participant6_fr8,6.08,6.38,ɛ,k,f,FR-participant6,ɛ,3,4,14,1,FR,0
13,french,FR1888,participant3/participant3_fr18,36.26,36.79,o,z,b,FR-participant3,u,3,2,15,1,FR,0
13,french,GR753,participant5/participant5_ger12,16.31,16.94,uː,ts,k,GR-participant5,u,3,2,16,1,GR,3
13,french,FR-participant5_teʃ,participant5/participant5_fr5,29.79,30.41,e,t,ʃ,FR-participant5,i,3,0,17,1,FR,0
13,french,GLO12,S05M_L094_V6_M1_N3_CS0,NA,NA,i,p,p,S05M,œ,3,6,18,1,GL,4
13,french,BR1000,participant5/participant5_br2,15.61,16.08,ɔ,t,f,BR-participant5,ɔ,2,9,19,1,BR,2
13,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,ɛ,3,4,20,1,FR,0
13,french,ES240,participant1/participant1_est3,8.79,9.3,y:,k,r,ES-participant1,y,3,1,21,1,ES,6
13,french,EN1514,participant3/participant3_en12,9.24598,9.61,ʌ,z,f,EN-participant3,a,3,7,22,1,EN,1
13,french,FR-participant5_keb,participant5/participant5_fr6,11.86,12.3,e,k,b,FR-participant5,i,3,0,23,1,FR,0
13,french,FR4245,participant8/participant8_fr15,54.1,54.68,œ,f,f,FR-participant8,œ,3,6,24,1,FR,0
13,french,GR422,participant3/participant3_ger1,11.20121,11.52000,ʊ,ɡ,s,GR-participant3,u,2,2,25,1,GR,3
13,french,FR-participant3_fœt,participant3/participant3_fr13,38.57496,39.05,œ,f,t,FR-participant3,œ,3,6,26,1,FR,0
13,french,BR112,participant2/participant2_br10,28.7,29.32,u,k,s,BR-participant2,u,3,2,27,1,BR,2
13,french,TU207,participant1/participant1_tur6,21.85,22.41,œ,ʃ,v,TU-participant1,œ,4,6,28,1,TU,5
13,french,FR-participant3_des,participant3/participant3_fr7,15.38,15.9,e,d,s,FR-participant3,i,3,0,29,1,FR,0
13,french,EN2297,participant7/participant7_en17,35.89,36.41,æ,t,s,EN-participant7,a,3,7,30,1,EN,1
13,french,ES11,participant2/participant2_est3,26.82,27.29,a:,m,v,ES-participant2,ɔ,3,9,31,1,ES,6
13,french,FR-participant3_sɔb,participant3/participant3_fr20,42.76,43.3,ɔ,s,b,FR-participant3,ɔ,4,9,32,1,FR,0
13,french,FR453,participant6/participant6_fr25,8.6,9.03,ɑ̃,z,b,FR-participant6,ɔ̃,3,11,33,1,FR,0
13,french,GLO8,S03M_L120_V6_M1_N3_CS0,NA,NA,e,t,t,S03M,i,3,0,34,1,GL,4
13,french,FR-participant3_sok,participant3/participant3_fr19,28.86746,29.42,o,s,k,FR-participant3,u,3,2,35,1,FR,0
13,french,BR751,participant1/participant1_br10,20.46,20.94,e,d,s,BR-participant1,i,2,0,36,1,BR,2
13,french,GR69,participant6/participant6_ger8,15.85,16.32,yː,ks,d,GR-participant6,y,3,1,37,1,GR,3
13,french,FR-participant8_dɛs,participant8/participant8_fr10,42.41,43.22,ɛ,d,s,FR-participant8,ɛ,3,4,38,1,FR,0
13,french,FR3185,participant7/participant7_fr2,10.46,10.95,i,z,f,FR-participant7,i,4,0,39,1,FR,0
13,french,EN1741,participant1/participant1_en5,44.32164,44.75062,ʊ,f,s,EN-participant1,ɔ,2,9,40,1,EN,1
13,french,FR-participant5_kɛb,participant5/participant5_fr7,35.88,36.28,ɛ,k,b,FR-participant5,ɛ,3,4,41,1,FR,0
13,french,BR625,participant3/participant3_br1,2.4,2.86,a,s,k,BR-participant3,a,3,7,42,1,BR,2
13,french,GLO43,S01F_L075_V6_M1_N3_CS0,NA,NA,a,f,f,S01F,a,4,7,43,1,GL,4
13,french,FR-participant7_toʃ,participant7/participant7_fr11,20.58615,20.97,o,t,ʃ,FR-participant7,u,4,2,44,1,FR,0
13,french,GR533,participant1/participant1_ger3,20.67,21.16,ɪ,f,s,GR-participant1,i,2,0,45,1,GR,3
13,french,FR1699,participant4/participant4_fr8,30.97,31.5,e,f,z,FR-participant4,i,3,0,46,1,FR,0
13,french,FR-participant5_køs,participant5/participant5_fr9,26.81,27.42,ø,k,s,FR-participant5,y,3,1,47,1,FR,0
13,french,ES309,participant5/participant5_est2,1.0,1.53,ø:,s,t,ES-participant5,y,2,1,48,1,ES,6
13,french,BR916,participant5/participant5_br3,17.33,17.74,ɐ̃,z,b,BR-participant5,ɔ̃,3,11,49,1,BR,2
13,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,ɛ,3,4,50,1,FR,0
13,french,EN422,participant2/participant2_en2,35.0,35.38,ɪ,t,s,EN-participant2,ɛ,3,4,51,1,EN,1
13,french,TU145,participant3/participant3_tur2,6.48896,6.80000,u,ʃ,t,TU-participant3,u,2,2,52,1,TU,5
13,french,FR-participant5_kos,participant5/participant5_fr15,8.29,8.95,o,k,s,FR-participant5,u,4,2,53,1,FR,0
13,french,GLO152,S04F_L081_V6_M1_N3_CS0,NA,NA,ɛ,g,g,S04F,ɛ,3,4,54,1,GL,4
13,french,FR1882,participant3/participant3_fr18,20.88,21.48,u,ʃ,v,FR-participant3,u,4,2,55,1,FR,0
13,french,FR-participant7_søk,participant7/participant7_fr6,36.30528,36.74,ø,s,k,FR-participant7,y,3,1,56,1,FR,0
13,french,BR796,participant1/participant1_br2,12.85,13.34,i,s,p,BR-participant1,i,3,0,57,1,BR,2
13,french,FR3328,participant7/participant7_fr17,15.05,15.62,ɔ̃,z,f,FR-participant7,ɔ̃,3,11,58,1,FR,0
13,french,FR-participant4_sɔk,participant4/participant4_fr20,15.31,15.86,ɔ,s,k,FR-participant4,ɔ,3,9,59,1,FR,0
13,french,EN2503,participant5/participant5_en3,33.84,34.26,i,f,s,EN-participant5,i,2,0,60,1,EN,1
13,french,BR221,participant4/participant4_br6,16.0,16.4,o,k,s,BR-participant4,ɔ,2,9,61,1,BR,2
13,french,FR-participant4_kef,participant4/participant4_fr7,11.63,12.18,e,k,f,FR-participant4,e,3,3,62,1,FR,0
13,french,ES166,participant3/participant3_est2,3.71,4.2,ɤ:,s,t,ES-participant3,œ,2,6,63,1,ES,6
13,french,GR160,participant2/participant2_ger2,11.84,12.28,iː,f,t,GR-participant2,i,3,0,64,1,GR,3
13,french,FR-participant5_tɔʃ,participant5/participant5_fr15,35.36,35.92,ɔ,t,ʃ,FR-participant5,œ,3,6,65,1,FR,0
13,french,TU122,participant4/participant4_tur5,6.91,7.28,i,ʃ,t,TU-participant4,i,2,0,66,1,TU,5
13,french,EN741,participant2/participant2_en10,34.14,34.63,eɪ,z,b,EN-participant2,ɛ,2,4,67,1,EN,1
13,french,FR-participant3_søt,participant3/participant3_fr12,5.66,6.41,ø,s,t,FR-participant3,ø,2,5,68,1,FR,0
13,french,FR650,participant2/participant2_fr6,40.73000,41.08000,ɛ,z,f,FR-participant2,ɛ,3,4,69,1,FR,0
13,french,BR596,participant3/participant3_br6,36.69,37.1,ũ,m,d,BR-participant3,ɔ̃,3,11,70,1,BR,2
13,french,FR-participant8_tot,participant8/participant8_fr23,10.38,10.84,o,t,t,FR-participant8,u,2,2,71,1,FR,0
13,french,GLO14,S04F_L115_V6_M1_N3_CS0,NA,NA,aː,f,f,S04F,a,3,7,72,1,GL,4
13,french,FR2718,participant1/participant1_fr12,28.01,28.43,a,m,d,FR-participant1,a,3,7,73,1,FR,0
13,french,GR421,participant3/participant3_ger1,8.39,8.83,aː,b,s,GR-participant3,a,2,7,74,1,GR,3
13,french,GR365,participant4/participant4_ger9,14.19,14.7,øː,l,t,GR-participant4,ø,3,5,75,1,GR,3
13,french,EN1266,participant3/participant3_en10,27.18,27.52,ɛ,z,b,EN-participant3,ɛ,3,4,76,1,EN,1
13,french,ES115,participant4/participant4_est1,17.03,17.48,æ:,m,v,ES-participant4,a,2,7,77,1,ES,6
13,french,BR213,participant4/participant4_br1-3,8.11000,8.41050,ɛ,t,ʃ,BR-participant4,ɛ,2,4,78,1,BR,2
13,french,GLO162,S02M_L096_V6_M1_N3_CS0,NA,NA,ɔ,t,t,S02M,ɔ,4,9,79,1,GL,4
13,french,FR1233,participant4/participant4_fr11,12.65,13.34,ø,z,f,FR-participant4,ø,4,5,80,1,FR,0
13,french,TU115,participant4/participant4_tur1,19.6,19.98,ɯ,f,z,TU-participant4,ø,3,5,81,1,TU,5
13,french,FR3486,participant5/participant5_fr17,39.08,39.62,ɛ̃,f,f,FR-participant5,ɛ̃,3,10,82,1,FR,0
13,french,EN1639,participant1/participant1_en19,10.4,10.83,ɑ,z,b,EN-participant1,a,3,7,83,1,EN,1
13,french,BR20,participant2/participant2_br8,5.24,5.86,õ,k,f,BR-participant2,ɔ̃,3,11,84,1,BR,2
13,french,GLO21,S07F_L097_V6_M1_N3_CS0,NA,NA,ɔ,g,g,S07F,ɔ,3,9,85,1,GL,4
13,french,EN2088,participant7/participant7_en13,20.79,21.23,ɛ,z,f,EN-participant7,œ,3,6,86,1,EN,1
13,french,GR51,participant6/participant6_ger5,30.08,30.49,uː,f,t,GR-participant6,u,2,2,87,1,GR,3
13,french,ES48,participant2/participant2_est5,1.02,1.61,ø:,k,r,ES-participant2,œ,3,6,88,1,ES,6
13,french,EN772,participant4/participant4_en16,10.17,10.59,ɑ,z,b,EN-participant4,ɔ,2,9,89,1,EN,1
13,french,BR683,participant1/participant1_br12,21.99000,22.45131,ẽ,z,b,BR-participant1,ɛ,2,4,90,1,BR,2
13,french,ES127,participant4/participant4_est2,16.41,16.84,æ:,l,s,ES-participant4,ɛ̃,2,10,91,1,ES,6
