individual,language_indiv,filename,file_origin,onset,offset,#phone,prev_phone,next_phone,speaker,assimilation,grade,code_assim,nb_stimuli,language_indiv_code,language_stimuli,language_stimuli_code
0,french,FR4446,participant8/participant8_fr12,35.97,36.51,œ,z,b,FR-participant8,œ,3,6,0,1,FR,0
0,french,BR7,participant2/participant2_br3,18.53,19.15,ɐ̃,m,d,BR-participant2,ɛ̃,1,10,1,1,BR,2
0,french,FR-participant4_sɔk,participant4/participant4_fr20,15.31,15.86,ɔ,s,k,FR-participant4,ɔ,1,9,2,1,FR,0
0,french,EN935,participant4/participant4_en8,30.09,30.49,oʊ,k,b,EN-participant4,ɔ,0,9,3,1,EN,1
0,french,GR519,participant1/participant1_ger4,10.66350,11.06000,øː,l,t,GR-participant1,ø,3,5,4,1,GR,3
0,french,FR-participant6_kɛf,participant6/participant6_fr8,6.08,6.38,ɛ,k,f,FR-participant6,ɛ,2,4,5,1,FR,0
0,french,GLO52,S05M_L086_V6_M1_N3_CS0,NA,NA,ɛ,p,p,S05M,œ,1,6,6,1,GL,4
0,french,ES352,participant5/participant5_est5,17.38,18.17,ɤ:,m,v,ES-participant5,u,3,2,7,1,ES,6
0,french,FR-participant4_kef,participant4/participant4_fr7,11.63,12.18,e,k,f,FR-participant4,e,1,3,8,1,FR,0
0,french,FR3732,participant5/participant5_fr20,32.57,33.1,ɔ̃,f,f,FR-participant5,ɔ̃,3,11,9,1,FR,0
0,french,TU165,participant3/participant3_tur1,3.64,3.95,i,t,s,TU-participant3,i,1,0,10,1,TU,5
0,french,FR-participant5_køs,participant5/participant5_fr9,26.81,27.42,ø,k,s,FR-participant5,ø,2,5,11,1,FR,0
0,french,BR810,participant1/participant1_br1,12.62,13.12,ɛ,t,t,BR-participant1,ɛ,3,4,12,1,BR,2
0,french,EN1654,participant1/participant1_en18,6.21,6.69,æ,f,s,EN-participant1,a,1,7,13,1,EN,1
0,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,œ,3,6,14,1,FR,0
0,french,FR794,participant2/participant2_fr13,5.59,5.98,u,ʃ,v,FR-participant2,u,3,2,15,1,FR,0
0,french,GR107,participant6/participant6_ger1,6.28,6.74,aː,b,s,GR-participant6,a,1,7,16,1,GR,3
0,french,FR-participant3_søt,participant3/participant3_fr12,5.66,6.41,ø,s,t,FR-participant3,ø,3,5,17,1,FR,0
0,french,BR997,participant5/participant5_br2,9.92,10.42,ɔ,z,f,BR-participant5,ɔ,4,9,18,1,BR,2
0,french,GLO80,S07F_L121_V6_M1_N3_CS0,NA,NA,e,g,g,S07F,e,1,3,19,1,GL,4
0,french,FR-participant3_fœt,participant3/participant3_fr13,38.57496,39.05,œ,f,t,FR-participant3,œ,2,6,20,1,FR,0
0,french,ES51,participant2/participant2_est5,7.8,8.32,y:,k,r,ES-participant2,y,1,1,21,1,ES,6
0,french,EN144,participant6/participant6_en15,10.84,11.43,ɛ,z,f,EN-participant6,œ,0,6,22,1,EN,1
0,french,FR-participant8_dɛs,participant8/participant8_fr10,42.41,43.22,ɛ,d,s,FR-participant8,ɛ,3,4,23,1,FR,0
0,french,FR2952,participant7/participant7_fr6,8.8,9.17,ø,z,b,FR-participant7,ø,3,5,24,1,FR,0
0,french,GR474,participant3/participant3_ger5,26.61,27.1,ɪ,f,t,GR-participant3,ɛ,1,4,25,1,GR,3
0,french,FR-participant7_toʃ,participant7/participant7_fr11,20.58615,20.97,o,t,ʃ,FR-participant7,u,3,2,26,1,FR,0
0,french,TU59,participant2/participant2_tur5,6.15,6.41,u,f,z,TU-participant2,o,3,8,27,1,TU,5
0,french,BR552,participant3/participant3_br3,5.37,5.84,ẽ,k,s,BR-participant3,i,1,0,28,1,BR,2
0,french,FR-participant8_tot,participant8/participant8_fr23,10.38,10.84,o,t,t,FR-participant8,o,1,8,29,1,FR,0
0,french,FR1286,participant4/participant4_fr5,41.38404,41.83000,y,f,f,FR-participant4,y,1,1,30,1,FR,0
0,french,EN2556,participant5/participant5_en6,31.52,31.91,u,t,f,EN-participant5,u,2,2,31,1,EN,1
0,french,FR-participant5_kœs,participant5/participant5_fr11,3.5,4.06,œ,k,s,FR-participant5,œ,1,6,32,1,FR,0
0,french,BR32,participant2/participant2_br9,3.06,3.79,a,s,k,BR-participant2,a,1,7,33,1,BR,2
0,french,GLO104,S03M_L099_V6_M1_N3_CS0,NA,NA,ɔ,f,f,S03M,ɔ,1,9,34,1,GL,4
0,french,FR-participant3_sɔb,participant3/participant3_fr20,42.76,43.3,ɔ,s,b,FR-participant3,ɔ,3,9,35,1,FR,0
0,french,GR236,participant2/participant2_ger5,10.16547,10.64220,ʊ,f,s,GR-participant2,o,2,8,36,1,GR,3
0,french,ES199,participant3/participant3_est4,26.31,26.86,æ:,l,s,ES-participant3,a,2,7,37,1,ES,6
0,french,FR-participant6_føt,participant6/participant6_fr11,4.54578,5.12398,ø,f,t,FR-participant6,ø,3,5,38,1,FR,0
0,french,FR2234,participant3/participant3_fr8,25.89,26.51,e,f,z,FR-participant3,i,1,0,39,1,FR,0
0,french,EN1339,participant3/participant3_en4,21.96637,22.29,ʊ,z,b,EN-participant3,œ,2,6,40,1,EN,1
0,french,FR-participant5_keb,participant5/participant5_fr6,11.86,12.3,e,k,b,FR-participant5,i,1,0,41,1,FR,0
0,french,BR610,participant3/participant3_br2,15.48,15.92325,u,s,b,BR-participant3,u,3,2,42,1,BR,2
0,french,GLO22,S02M_L089_V6_M1_N3_CS0,NA,NA,i,g,g,S02M,i,0,0,43,1,GL,4
0,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,œ,1,6,44,1,FR,0
0,french,GR374,participant4/participant4_ger5,8.10823,8.72000,iː,ɡ,s,GR-participant4,i,0,0,45,1,GR,3
0,french,FR453,participant6/participant6_fr25,8.6,9.03,ɑ̃,z,b,FR-participant6,ɔ̃,1,11,46,1,FR,0
0,french,FR-participant5_teʃ,participant5/participant5_fr5,29.79,30.41,e,t,ʃ,FR-participant5,i,0,0,47,1,FR,0
0,french,BR337,participant4/participant4_br8,15.81,16.15,ũ,s,t,BR-participant4,ɔ̃,3,11,48,1,BR,2
0,french,EN2982,participant8/participant8_en1,39.42,39.76,ɪ,z,f,EN-participant8,i,1,0,49,1,EN,1
0,french,FR-participant7_tɛʃ,participant7/participant7_fr4,21.09,21.59,ɛ,t,ʃ,FR-participant7,i,0,0,50,1,FR,0
0,french,TU72,participant4/participant4_tur6,13.24,13.62,œ,d,ʃ,TU-participant4,œ,2,6,51,1,TU,5
0,french,FR3064,participant7/participant7_fr3,5.92,6.41,i,ʃ,v,FR-participant7,y,0,1,52,1,FR,0
0,french,FR-participant7_søk,participant7/participant7_fr6,36.30528,36.74,ø,s,k,FR-participant7,y,0,1,53,1,FR,0
0,french,ES105,participant4/participant4_est1,0.67,1.04,ø:,k,r,ES-participant4,y,0,1,54,1,ES,6
0,french,GLO14,S04F_L115_V6_M1_N3_CS0,NA,NA,aː,f,f,S04F,a,0,7,55,1,GL,4
0,french,FR-participant3_des,participant3/participant3_fr7,15.38,15.9,e,d,s,FR-participant3,i,1,0,56,1,FR,0
0,french,BR973,participant5/participant5_br4,22.73,23.12,õ,l,g,BR-participant5,ɔ̃,0,11,57,1,BR,2
0,french,EN133,participant6/participant6_en20,28.87,29.42,ɑ,b,f,EN-participant6,a,1,7,58,1,EN,1
0,french,FR-participant5_kos,participant5/participant5_fr15,8.29,8.95,o,k,s,FR-participant5,u,2,2,59,1,FR,0
0,french,FR101,participant6/participant6_fr8,2.25000,2.77388,ɛ,z,b,FR-participant6,i,0,0,60,1,FR,0
0,french,BR848,participant1/participant1_br4,22.54,23.12,ĩ,s,p,BR-participant1,i,1,0,61,1,BR,2
0,french,FR-participant7_tɔt,participant7/participant7_fr13,48.43,48.86,ɔ,t,t,FR-participant7,ø,1,5,62,1,FR,0
0,french,GR690,participant5/participant5_ger7,19.94,20.71,yː,ts,k,GR-participant5,y,3,1,63,1,GR,3
0,french,TU230,participant1/participant1_tur3,30.89553,31.41778,ɯ,p,t,TU-participant1,u,3,2,64,1,TU,5
0,french,FR-participant5_tɔʃ,participant5/participant5_fr15,35.36,35.92,ɔ,t,ʃ,FR-participant5,œ,4,6,65,1,FR,0
0,french,EN2128,participant7/participant7_en4,26.77,27.36,i,f,s,EN-participant7,i,4,0,66,1,EN,1
0,french,GLO56,S04F_L136_V6_M1_N3_CS0,NA,NA,o,t,t,S04F,o,1,8,67,1,GL,4
0,french,FR-participant5_kɛb,participant5/participant5_fr7,35.88,36.28,ɛ,k,b,FR-participant5,ɛ,2,4,68,1,FR,0
0,french,FR803,participant2/participant2_fr13,15.17,15.53,o,z,f,FR-participant2,o,3,8,69,1,FR,0
0,french,BR374,participant4/participant4_br9,31.87956,32.29,i,d,s,BR-participant4,i,1,0,70,1,BR,2
0,french,FR-participant3_sok,participant3/participant3_fr19,28.86746,29.42,o,s,k,FR-participant3,o,2,8,71,1,FR,0
0,french,EN495,participant2/participant2_en11,22.41,22.94,eɪ,f,s,EN-participant2,ɛ,0,4,72,1,EN,1
0,french,GLO116,S03M_L075_V6_M1_N3_CS0,NA,NA,a,f,f,S03M,ɔ,1,9,73,1,GL,4
0,french,GR199,participant2/participant2_ger1,19.30951,19.75574,ʏ,n,t,GR-participant2,u,2,2,74,1,GR,3
0,french,FR3433,participant5/participant5_fr15,42.82,43.21,ɔ,z,b,FR-participant5,ɔ,2,9,75,1,FR,0
0,french,ES230,participant1/participant1_est6,13.13855,13.54000,a:,s,t,ES-participant1,ɔ,1,9,76,1,ES,6
0,french,TU5,participant2/participant2_tur4,9.61,10.16,y,t,s,TU-participant2,u,1,2,77,1,TU,5
0,french,BR205,participant2/participant2_br2,31.25,31.95,o,s,b,BR-participant2,o,1,8,78,1,BR,2
0,french,FR1962,participant3/participant3_fr22,24.84,25.35,ɛ̃,z,b,FR-participant3,ɔ,1,9,79,1,FR,0
0,french,GR640,participant1/participant1_ger7,22.04,22.66,uː,ts,k,GR-participant1,u,2,2,80,1,GR,3
0,french,BR636,participant3/participant3_br1,22.59,23.11,e,f,s,BR-participant3,i,1,0,81,1,BR,2
0,french,FR876,participant2/participant2_fr11,0.53,0.8,a,m,d,FR-participant2,ɛ,1,4,82,1,FR,0
0,french,EN2178,participant7/participant7_en14,46.35,46.74,ʌ,b,f,EN-participant7,œ,2,6,83,1,EN,1
0,french,ES95,participant4/participant4_est6,3.59,4.12,i:,s,t,ES-participant4,i,1,0,84,1,ES,6
0,french,BR826,participant1/participant1_br11,14.69,15.21,ɔ,k,s,BR-participant1,ɔ,2,9,85,1,BR,2
0,french,FR1387,participant4/participant4_fr17,4.06,4.55,u,f,f,FR-participant4,u,3,2,86,1,FR,0
0,french,GLO34,S07F_L118_V6_M1_N3_CS0,NA,NA,aː,p,p,S07F,a,1,7,87,1,GL,4
0,french,GR499,participant3/participant3_ger4,1.34,1.82,aː,ɡ,s,GR-participant3,a,1,7,88,1,GR,3
0,french,GR75,participant6/participant6_ger8,27.1,27.51,uː,z,t,GR-participant6,u,3,2,89,1,GR,3
0,french,EN500,participant2/participant2_en11,32.03,32.52,eɪ,t,f,EN-participant2,ɛ,0,4,90,1,EN,1
0,french,BR288,participant4/participant4_br1-2,12.47356,12.88817,e,z,b,BR-participant4,i,1,0,91,1,BR,2
0,french,EN1492,participant3/participant3_en8,15.05,15.43,oʊ,t,f,EN-participant3,o,3,8,92,1,EN,1
0,french,ES44,participant2/participant2_est1,24.3,25.01,i:,m,v,ES-participant2,i,2,0,93,1,ES,6
0,french,EN2756,participant8/participant8_en7,16.74,17.22,u,z,f,EN-participant8,u,3,2,94,1,EN,1
0,french,TU111,participant4/participant4_tur1,11.54,11.84,y,t,s,TU-participant4,y,1,1,95,1,TU,5
0,french,EN962,participant4/participant4_en1,34.14555,34.48128,ɪ,z,f,EN-participant4,ɛ,1,4,96,1,EN,1
0,french,EN1887,participant1/participant1_en3,15.9,16.32,i,z,f,EN-participant1,i,2,0,97,1,EN,1
0,french,FR2293,participant3/participant3_fr4,25.19,25.7,i,ʃ,v,FR-participant3,i,2,0,98,1,FR,0
1,french,BR364,participant4/participant4_br9,11.2417,11.70799,ɛ,d,s,BR-participant4,a,3,7,0,1,BR,2
1,french,FR2299,participant3/participant3_fr4,39.64,40.07,y,z,b,FR-participant3,y,3,1,1,1,FR,0
1,french,FR-participant7_søk,participant7/participant7_fr6,36.30528,36.74,ø,s,k,FR-participant7,ø,3,5,2,1,FR,0
1,french,EN2895,participant8/participant8_en9,42.05,42.49,oʊ,t,f,EN-participant8,o,0,8,3,1,EN,1
1,french,GR725,participant5/participant5_ger8,3.94,4.49,ɪ,f,t,GR-participant5,i,3,0,4,1,GR,3
1,french,FR-participant3_des,participant3/participant3_fr7,15.38,15.9,e,d,s,FR-participant3,i,2,0,5,1,FR,0
1,french,ES325,participant5/participant5_est3,11.17,11.75,æ:,k,r,ES-participant5,a,3,7,6,1,ES,6
1,french,GLO131,S07F_L099_V6_M1_N3_CS0,NA,NA,ɔ,f,f,S07F,ɔ,2,9,7,1,GL,4
1,french,FR-participant6_føt,participant6/participant6_fr11,4.54578,5.12398,ø,f,t,FR-participant6,œ,3,6,8,1,FR,0
1,french,FR1626,participant4/participant4_fr7,13.62,14.05,e,z,f,FR-participant4,i,3,0,9,1,FR,0
1,french,BR858,participant5/participant5_br11,4.37,4.79,a,k,b,BR-participant5,a,2,7,10,1,BR,2
1,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,ɛ,3,4,11,1,FR,0
1,french,TU74,participant4/participant4_tur6,17.47,17.81,œ,t,s,TU-participant4,ø,2,5,12,1,TU,5
1,french,EN1763,participant1/participant1_en2,9.14,9.51,ɪ,f,s,EN-participant1,i,1,0,13,1,EN,1
1,french,FR-participant5_teʃ,participant5/participant5_fr5,29.79,30.41,e,t,ʃ,FR-participant5,i,1,0,14,1,FR,0
1,french,FR969,participant2/participant2_fr9,7.82846,8.11000,ɔ,ʃ,v,FR-participant2,œ,2,6,15,1,FR,0
1,french,GR172,participant2/participant2_ger10,16.44,16.87,øː,ts,k,GR-participant2,ø,2,5,16,1,GR,3
1,french,FR-participant5_tɔʃ,participant5/participant5_fr15,35.36,35.92,ɔ,t,ʃ,FR-participant5,ɔ,1,9,17,1,FR,0
1,french,BR5,participant2/participant2_br3,13.42,14.02,ɐ̃,l,s,BR-participant2,ɛ̃,2,10,18,1,BR,2
1,french,GLO38,S02M_L120_V6_M1_N3_CS0,NA,NA,e,t,t,S02M,e,3,3,19,1,GL,4
1,french,FR-participant5_kœs,participant5/participant5_fr11,3.5,4.06,œ,k,s,FR-participant5,œ,1,6,20,1,FR,0
1,french,ES213,participant1/participant1_est2,0.99,1.48,ø:,s,t,ES-participant1,ø,2,5,21,1,ES,6
1,french,EN1511,participant3/participant3_en12,4.84,5.16,ʌ,z,b,EN-participant3,ɔ,1,9,22,1,EN,1
1,french,FR-participant5_kɛb,participant5/participant5_fr7,35.88,36.28,ɛ,k,b,FR-participant5,ɛ,2,4,23,1,FR,0
1,french,FR456,participant6/participant6_fr25,13.32,13.81,ɑ̃,z,f,FR-participant6,ɑ̃,2,12,24,1,FR,0
1,french,GR290,participant4/participant4_ger8,5.36645,5.90734,iː,b,s,GR-participant4,i,2,0,25,1,GR,3
1,french,FR-participant6_kɛf,participant6/participant6_fr8,6.08,6.38,ɛ,k,f,FR-participant6,i,0,0,26,1,FR,0
1,french,BR724,participant1/participant1_br7,36.62000,37.06058,u,d,k,BR-participant1,u,1,2,27,1,BR,2
1,french,TU257,participant1/participant1_tur5,11.26,11.78,y,f,z,TU-participant1,y,3,1,28,1,TU,5
1,french,FR-participant7_tɛʃ,participant7/participant7_fr4,21.09,21.59,ɛ,t,ʃ,FR-participant7,ɛ,3,4,29,1,FR,0
1,french,EN1034,participant4/participant4_en5,32.4305,32.78488,ʊ,f,s,EN-participant4,ɔ,1,9,30,1,EN,1
1,french,GLO116,S03M_L075_V6_M1_N3_CS0,NA,NA,a,f,f,S03M,a,1,7,31,1,GL,4
1,french,FR-participant7_tɔt,participant7/participant7_fr13,48.43,48.86,ɔ,t,t,FR-participant7,ɔ,1,9,32,1,FR,0
1,french,ES186,participant3/participant3_est5,23.03,23.48,y:,m,v,ES-participant3,ø,1,5,33,1,ES,6
1,french,FR1962,participant3/participant3_fr22,24.84,25.35,ɛ̃,z,b,FR-participant3,ɑ̃,3,12,34,1,FR,0
1,french,FR-participant8_dɛs,participant8/participant8_fr10,42.41,43.22,ɛ,d,s,FR-participant8,ɛ,2,4,35,1,FR,0
1,french,BR463,participant3/participant3_br5,8.0,8.36,o,k,s,BR-participant3,o,2,8,36,1,BR,2
1,french,GR598,participant1/participant1_ger6,28.19976,28.59000,yː,l,t,GR-participant1,y,3,1,37,1,GR,3
1,french,FR-participant8_tot,participant8/participant8_fr23,10.38,10.84,o,t,t,FR-participant8,o,2,8,38,1,FR,0
1,french,FR3968,participant5/participant5_fr9,2.18,2.75,ø,z,f,FR-participant5,ø,2,5,39,1,FR,0
1,french,GLO152,S04F_L081_V6_M1_N3_CS0,NA,NA,ɛ,g,g,S04F,ɛ,3,4,40,1,GL,4
1,french,FR-participant3_søt,participant3/participant3_fr12,5.66,6.41,ø,s,t,FR-participant3,ø,3,5,41,1,FR,0
1,french,EN10,participant6/participant6_en21,24.4,24.95,ɑ,f,s,EN-participant6,ɑ̃,3,12,42,1,EN,1
1,french,BR144,participant2/participant2_br11,16.21,16.86,ẽ,z,b,BR-participant2,ɛ̃,0,10,43,1,BR,2
1,french,FR-participant4_sɔk,participant4/participant4_fr20,15.31,15.86,ɔ,s,k,FR-participant4,ɔ,1,9,44,1,FR,0
1,french,FR3214,participant7/participant7_fr12,3.0,3.67,o,f,f,FR-participant7,o,2,8,45,1,FR,0
1,french,BR417,participant4/participant4_br12,29.24,29.75,ĩ,s,k,BR-participant4,œ,0,6,46,1,BR,2
1,french,FR-participant3_fœt,participant3/participant3_fr13,38.57496,39.05,œ,f,t,FR-participant3,œ,1,6,47,1,FR,0
1,french,EN500,participant2/participant2_en11,32.03,32.52,eɪ,t,f,EN-participant2,e,0,3,48,1,EN,1
1,french,TU176,participant3/participant3_tur5,0.90054,1.18000,i,b,f,TU-participant3,i,2,0,49,1,TU,5
1,french,FR-participant5_køs,participant5/participant5_fr9,26.81,27.42,ø,k,s,FR-participant5,ø,2,5,50,1,FR,0
1,french,GR480,participant3/participant3_ger6,5.31,5.94,uː,f,s,GR-participant3,u,2,2,51,1,GR,3
1,french,ES29,participant2/participant2_est6,13.82,14.41,a:,s,t,ES-participant2,a,0,7,52,1,ES,6
1,french,FR-participant4_kef,participant4/participant4_fr7,11.63,12.18,e,k,f,FR-participant4,i,2,0,53,1,FR,0
1,french,FR4232,participant8/participant8_fr15,14.0,14.71,œ,z,f,FR-participant8,ɛ,2,4,54,1,FR,0
1,french,BR703,participant1/participant1_br13,32.58,33.05,ũ,m,d,BR-participant1,ɔ̃,3,11,55,1,BR,2
1,french,FR-participant3_sok,participant3/participant3_fr19,28.86746,29.42,o,s,k,FR-participant3,ɔ,0,9,56,1,FR,0
1,french,GLO25,S04F_L094_V6_M1_N3_CS0,NA,NA,i,p,p,S04F,i,2,0,57,1,GL,4
1,french,GR499,participant3/participant3_ger4,1.34,1.82,aː,ɡ,s,GR-participant3,a,3,7,58,1,GR,3
1,french,FR-participant5_kos,participant5/participant5_fr15,8.29,8.95,o,k,s,FR-participant5,o,2,8,59,1,FR,0
1,french,FR3593,participant5/participant5_fr11,42.43,42.91,a,z,f,FR-participant5,ɛ,0,4,60,1,FR,0
1,french,EN631,participant2/participant2_en3,20.95,21.34,i,z,b,EN-participant2,i,2,0,61,1,EN,1
1,french,FR-participant3_sɔb,participant3/participant3_fr20,42.76,43.3,ɔ,s,b,FR-participant3,ɔ,3,9,62,1,FR,0
1,french,TU9,participant2/participant2_tur4,17.00060,17.38000,ɯ,f,z,TU-participant2,u,1,2,63,1,TU,5
1,french,BR587,participant3/participant3_br6,20.3,20.64,õ,l,g,BR-participant3,o,2,8,64,1,BR,2
1,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,œ,1,6,65,1,FR,0
1,french,FR205,participant6/participant6_fr3,14.39,15.05,i,f,f,FR-participant6,i,3,0,66,1,FR,0
1,french,GLO70,S02M_L136_V6_M1_N3_CS0,NA,NA,o,t,t,S02M,o,3,8,67,1,GL,4
1,french,FR-participant5_keb,participant5/participant5_fr6,11.86,12.3,e,k,b,FR-participant5,i,3,0,68,1,FR,0
1,french,GR92,participant6/participant6_ger4,12.69000,13.14417,ʊ,f,t,GR-participant6,o,0,8,69,1,GR,3
1,french,ES80,participant4/participant4_est3,14.05,14.5,i:,m,v,ES-participant4,i,3,0,70,1,ES,6
1,french,FR-participant7_toʃ,participant7/participant7_fr11,20.58615,20.97,o,t,ʃ,FR-participant7,u,3,2,71,1,FR,0
1,french,EN2307,participant5/participant5_en10,6.34,6.68,æ,z,b,EN-participant5,a,3,7,72,1,EN,1
1,french,TU203,participant1/participant1_tur6,12.89,13.33,u,t,s,TU-participant1,u,3,2,73,1,TU,5
1,french,BR796,participant1/participant1_br2,12.85,13.34,i,s,p,BR-participant1,i,3,0,74,1,BR,2
1,french,GLO6,S05M_L118_V6_M1_N3_CS0,NA,NA,aː,p,p,S05M,a,1,7,75,1,GL,4
1,french,FR1081,participant2/participant2_fr12,5.31,5.64,u,z,b,FR-participant2,u,0,2,76,1,FR,0
1,french,BR283,participant4/participant4_br1-2,0.81,1.2143,e,d,s,BR-participant4,e,2,3,77,1,BR,2
1,french,FR2334,participant1/participant1_fr23,8.46261,8.78000,ɔ̃,f,z,FR-participant1,ɔ̃,2,11,78,1,FR,0
1,french,ES292,participant5/participant5_est6,17.91,18.69,ɤ:,l,s,ES-participant5,ø,0,5,79,1,ES,6
1,french,EN1462,participant3/participant3_en6,4.67634,5.12398,u,z,f,EN-participant3,u,2,2,80,1,EN,1
1,french,EN2157,participant7/participant7_en14,3.0723,3.58,ɛ,f,s,EN-participant7,a,2,7,81,1,EN,1
1,french,GR511,participant3/participant3_ger4,22.46,22.84,ʏ,f,t,GR-participant3,ø,3,5,82,1,GR,3
1,french,BR645,participant3/participant3_br1,39.99,40.39,ɔ,k,f,BR-participant3,ɔ,0,9,83,1,BR,2
1,french,FR1563,participant4/participant4_fr9,11.84000,12.28619,ɛ,z,b,FR-participant4,e,1,3,84,1,FR,0
1,french,BR784,participant1/participant1_br3,18.53,19.1,ɐ̃,k,s,BR-participant1,ɑ̃,1,12,85,1,BR,2
1,french,GLO5,S03M_L115_V6_M1_N3_CS0,NA,NA,aː,f,f,S03M,a,3,7,86,1,GL,4
1,french,FR318,participant6/participant6_fr4,5.22,5.76,i,ʃ,v,FR-participant6,i,3,0,87,1,FR,0
1,french,EN1708,participant1/participant1_en9,11.08,11.49,oʊ,z,b,EN-participant1,ɔ,0,9,88,1,EN,1
1,french,GLO72,S01F_L137_V6_M1_N3_CS0,NA,NA,o,g,g,S01F,o,1,8,89,1,GL,4
1,french,GR120,participant6/participant6_ger1,31.06,31.5,iː,z,t,GR-participant6,i,3,0,90,1,GR,3
1,french,FR4332,participant8/participant8_fr5,46.34,46.93,y,z,f,FR-participant8,y,3,1,91,1,FR,0
1,french,ES38,participant2/participant2_est1,7.62,8.21,i:,k,r,ES-participant2,i,1,0,92,1,ES,6
1,french,BR626,participant3/participant3_br1,4.23,4.66,a,k,b,BR-participant3,a,3,7,93,1,BR,2
1,french,EN962,participant4/participant4_en1,34.14555,34.48128,ɪ,z,f,EN-participant4,ɛ,2,4,94,1,EN,1
1,french,BR921,participant5/participant5_br3,26.23,26.71,ẽ,s,t,BR-participant5,ɛ̃,0,10,95,1,BR,2
1,french,TU49,participant2/participant2_tur2,17.21334,17.54000,y,ʃ,t,TU-participant2,y,1,1,96,1,TU,5
1,french,GR712,participant5/participant5_ger5,29.07263,29.74409,ʏ,n,t,GR-participant5,ø,0,5,97,1,GR,3
1,french,TU146,participant3/participant3_tur2,7.91,8.14,œ,p,t,TU-participant3,œ,0,6,98,1,TU,5
2,french,BR617,participant3/participant3_br2,28.40000,28.86746,ɐ̃,z,b,BR-participant3,ɑ̃,2,12,0,1,BR,2
2,french,EN1219,participant3/participant3_en15,24.94,25.36,ɑ,f,s,EN-participant3,ɔ,3,9,1,1,EN,1
2,french,FR-participant3_des,participant3/participant3_fr7,15.38,15.9,e,d,s,FR-participant3,i,3,0,2,1,FR,0
2,french,FR3367,participant7/participant7_fr7,33.85,34.3,œ,z,f,FR-participant7,œ,3,6,3,1,FR,0
2,french,GR534,participant1/participant1_ger3,23.09,23.5,ɪ,f,t,GR-participant1,i,3,0,4,1,GR,3
2,french,FR-participant5_kos,participant5/participant5_fr15,8.29,8.95,o,k,s,FR-participant5,u,3,2,5,1,FR,0
2,french,TU234,participant1/participant1_tur1,8.59,9.13,i,ʃ,t,TU-participant1,i,2,0,6,1,TU,5
2,french,GLO38,S02M_L120_V6_M1_N3_CS0,NA,NA,e,t,t,S02M,i,3,0,7,1,GL,4
2,french,FR-participant6_sœt,participant6/participant6_fr13,3.96758,4.50847,œ,s,t,FR-participant6,ɛ,3,4,8,1,FR,0
2,french,ES241,participant1/participant1_est3,11.66000,12.23024,æ:,k,r,ES-participant1,a,3,7,9,1,ES,6
2,french,FR369,participant6/participant6_fr19,21.47,22.1,ɔ,f,f,FR-participant6,ɔ,3,9,10,1,FR,0
2,french,FR-participant7_søk,participant7/participant7_fr6,36.30528,36.74,ø,s,k,FR-participant7,y,3,1,11,1,FR,0
2,french,BR271,participant4/participant4_br7,41.28,41.7,õ,k,f,BR-participant4,ɑ̃,3,12,12,1,BR,2
2,french,EN49,participant6/participant6_en14,3.18,3.75,eɪ,t,f,EN-participant6,i,3,0,13,1,EN,1
2,french,FR-participant5_kœs,participant5/participant5_fr11,3.5,4.06,œ,k,s,FR-participant5,œ,3,6,14,1,FR,0
2,french,GR36,participant6/participant6_ger5,0.84,1.23,iː,b,s,GR-participant6,i,3,0,15,1,GR,3
2,french,FR3894,participant5/participant5_fr4,11.49,11.89,y,z,b,FR-participant5,y,4,1,16,1,FR,0
2,french,FR-participant8_dɛs,participant8/participant8_fr10,42.41,43.22,ɛ,d,s,FR-participant8,e,3,3,17,1,FR,0
2,french,GLO78,S03M_L094_V6_M1_N3_CS0,NA,NA,i,p,p,S03M,y,3,1,18,1,GL,4
2,french,ES161,participant3/participant3_est6,19.55,20.03,i:,l,s,ES-participant3,i,4,0,19,1,ES,6
2,french,FR-participant4_sɔk,participant4/participant4_fr20,15.31,15.86,ɔ,s,k,FR-participant4,œ,3,6,20,1,FR,0
2,french,BR648,participant1/participant1_br9,6.22,6.78,ĩ,s,t,BR-participant1,i,3,0,21,1,BR,2
2,french,EN454,participant2/participant2_en14,17.8,18.3,ʌ,b,f,EN-participant2,a,3,7,22,1,EN,1
2,french,FR-participant5_teʃ,participant5/participant5_fr5,29.79,30.41,e,t,ʃ,FR-participant5,i,3,0,23,1,FR,0
2,french,FR650,participant2/participant2_fr6,40.73000,41.08000,ɛ,z,f,FR-participant2,œ,4,6,24,1,FR,0
2,french,TU167,participant3/participant3_tur1,6.34,6.75,y,f,z,TU-participant3,œ,3,6,25,1,TU,5
2,french,FR-participant3_fœt,participant3/participant3_fr13,38.57496,39.05,œ,f,t,FR-participant3,œ,3,6,26,1,FR,0
2,french,GR712,participant5/participant5_ger5,29.07263,29.74409,ʏ,n,t,GR-participant5,ø,3,5,27,1,GR,3
2,french,BR174,participant2/participant2_br4,42.07,42.71,ũ,z,b,BR-participant2,ɔ̃,3,11,28,1,BR,2
